"Day ","Items ","Note ","Amount "
"72","Retail","Revenue - Retail Sales New York - Body Wash  ","99000"
"72","Retail","Revenue - Retail Sales New York - Shampoo","29970"
"72","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","3960"
"72","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","11220"
"72","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4920"
"72","Retail","Revenue - Retail Sales Chicago - Mouthwash","3540"
"72","Retail","Revenue - Retail Sales Chicago - Body Wash  ","6060"
"72","Retail","Revenue - Retail Sales Chicago - Shampoo","3660"
"72","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"72","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"72","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"72","Rental Expense","Cash Payment - Rental - New York","-4020"
"72","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"72","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"72","Rental Expense","Cash Payment - Rental - Miami","-1800"
"71","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11835 ","-15000"
"71","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11835 ","-17000"
"71","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11835 ","-19000"
"71","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12041 ","-15000"
"71","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12041 ","-17000"
"71","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12041 ","-19000"
"71","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"71","Human Resource Expense","Staff Dismiss","-68000"
"71","Human Resource Expense","Counselled","-2000"
"71","Human Resource Expense","Counselled","-2000"
"71","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"71","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"71","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"71","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"71","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"71","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"71","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"71","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"71","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"71","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"71","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"71","Salary Expense","Cash Payment - Salary Expense","-31119"
"71","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 339","-15000"
"71","Retail","Revenue - Retail Sales Detroit - Mouthwash","6300"
"71","Retail","Revenue - Retail Sales Detroit - Body Wash  ","9900"
"71","Retail","Revenue - Retail Sales Detroit - Shampoo","9120"
"71","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3540"
"71","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","5220"
"71","Retail","Revenue - Retail Sales San Francisco - Shampoo","4500"
"71","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","17910"
"71","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","31680"
"71","Retail","Revenue - Retail Sales Los Angeles - Shampoo","8820"
"71","Retail","Revenue - Retail Sales New York - Mouthwash","50310"
"71","Retail","Revenue - Retail Sales New York - Body Wash  ","95400"
"71","Retail","Revenue - Retail Sales New York - Shampoo","27990"
"71","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","4080"
"71","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","11100"
"71","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4560"
"71","Retail","Revenue - Retail Sales Chicago - Mouthwash","3600"
"71","Retail","Revenue - Retail Sales Chicago - Body Wash  ","6180"
"71","Retail","Revenue - Retail Sales Chicago - Shampoo","3540"
"71","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"71","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"71","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"71","Rental Expense","Cash Payment - Rental - New York","-4020"
"71","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"71","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"71","Rental Expense","Cash Payment - Rental - Miami","-1800"
"70","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11864 ","-15000"
"70","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11864 ","-17000"
"70","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11864 ","-19000"
"70","Human Resource Expense","Counselled","-2000"
"70","Human Resource Expense","Staff Dismiss","-67000"
"70","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"70","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"70","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"70","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"70","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"70","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"70","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"70","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"70","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"70","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"70","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"70","Salary Expense","Cash Payment - Salary Expense","-30479"
"70","Retail","Revenue - Retail Sales Detroit - Mouthwash","6300"
"70","Retail","Revenue - Retail Sales Detroit - Body Wash  ","10200"
"70","Retail","Revenue - Retail Sales Detroit - Shampoo","8220"
"70","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3480"
"70","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","5700"
"70","Retail","Revenue - Retail Sales San Francisco - Shampoo","4800"
"70","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","16830"
"70","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","31320"
"70","Retail","Revenue - Retail Sales Los Angeles - Shampoo","8100"
"70","Retail","Revenue - Retail Sales New York - Mouthwash","37710"
"70","Retail","Revenue - Retail Sales New York - Body Wash  ","74610"
"70","Retail","Revenue - Retail Sales New York - Shampoo","22950"
"70","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","4200"
"70","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","11220"
"70","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4320"
"70","Retail","Revenue - Retail Sales Chicago - Mouthwash","3480"
"70","Retail","Revenue - Retail Sales Chicago - Body Wash  ","6120"
"70","Retail","Revenue - Retail Sales Chicago - Shampoo","3720"
"70","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"70","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"70","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"70","Rental Expense","Cash Payment - Rental - New York","-4020"
"70","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"70","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"70","Rental Expense","Cash Payment - Rental - Miami","-1800"
"69","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"69","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"69","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"69","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"69","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"69","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"69","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"69","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"69","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"69","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"69","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"69","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"69","Salary Expense","Cash Payment - Salary Expense","-30903"
"69","Retail","Revenue - Retail Sales Detroit - Mouthwash","6480"
"69","Retail","Revenue - Retail Sales Detroit - Body Wash  ","9840"
"69","Retail","Revenue - Retail Sales Detroit - Shampoo","8760"
"69","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3420"
"69","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","5520"
"69","Retail","Revenue - Retail Sales San Francisco - Shampoo","4740"
"69","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","18090"
"69","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","28980"
"69","Retail","Revenue - Retail Sales Los Angeles - Shampoo","7830"
"69","Retail","Revenue - Retail Sales New York - Mouthwash","48510"
"69","Retail","Revenue - Retail Sales New York - Body Wash  ","88020"
"69","Retail","Revenue - Retail Sales New York - Shampoo","27270"
"69","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","3900"
"69","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","10740"
"69","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4620"
"69","Retail","Revenue - Retail Sales Chicago - Mouthwash","3600"
"69","Retail","Revenue - Retail Sales Chicago - Body Wash  ","6240"
"69","Retail","Revenue - Retail Sales Chicago - Shampoo","3660"
"69","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"69","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"69","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"69","Rental Expense","Cash Payment - Rental - New York","-4020"
"69","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"69","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"69","Rental Expense","Cash Payment - Rental - Miami","-1800"
"68","Sales E Commerce","Revenue - ECM SO ID: 10813","3244"
"68","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11290 ","-5150"
"68","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11290 ","-20610"
"68","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11290 ","-21300"
"68","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"68","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11661 ","-15000"
"68","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11661 ","-17170"
"68","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11661 ","-19000"
"68","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"68","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"68","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"68","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"68","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"68","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"68","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"68","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"68","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"68","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"68","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"68","Salary Expense","Cash Payment - Salary Expense","-30517"
"68","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 339","-15000"
"68","Retail","Revenue - Retail Sales Detroit - Mouthwash","6240"
"68","Retail","Revenue - Retail Sales Detroit - Body Wash  ","9180"
"68","Retail","Revenue - Retail Sales Detroit - Shampoo","8340"
"68","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3540"
"68","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","5220"
"68","Retail","Revenue - Retail Sales San Francisco - Shampoo","4560"
"68","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","16380"
"68","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","28170"
"68","Retail","Revenue - Retail Sales Los Angeles - Shampoo","8460"
"68","Retail","Revenue - Retail Sales New York - Mouthwash","46080"
"68","Retail","Revenue - Retail Sales New York - Body Wash  ","92520"
"68","Retail","Revenue - Retail Sales New York - Shampoo","29790"
"68","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","3720"
"68","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","10740"
"68","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4620"
"68","Retail","Revenue - Retail Sales Chicago - Mouthwash","3600"
"68","Retail","Revenue - Retail Sales Chicago - Body Wash  ","5700"
"68","Retail","Revenue - Retail Sales Chicago - Shampoo","3720"
"68","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"68","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"68","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"68","Rental Expense","Cash Payment - Rental - New York","-4020"
"68","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"68","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"68","Rental Expense","Cash Payment - Rental - Miami","-1800"
"67","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11479 ","-15000"
"67","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11479 ","-17000"
"67","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 11479 ","-19000"
"67","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"67","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"67","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"67","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"67","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"67","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"67","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"67","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"67","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"67","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"67","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"67","Salary Expense","Cash Payment - Salary Expense","-30146"
"67","Retail","Revenue - Retail Sales Detroit - Mouthwash","5940"
"67","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8880"
"67","Retail","Revenue - Retail Sales Detroit - Shampoo","7920"
"67","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3180"
"67","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","5340"
"67","Retail","Revenue - Retail Sales San Francisco - Shampoo","4440"
"67","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","17190"
"67","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","28530"
"67","Retail","Revenue - Retail Sales Los Angeles - Shampoo","8190"
"67","Retail","Revenue - Retail Sales New York - Mouthwash","48510"
"67","Retail","Revenue - Retail Sales New York - Body Wash  ","91620"
"67","Retail","Revenue - Retail Sales New York - Shampoo","28170"
"67","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","4020"
"67","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","11100"
"67","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4320"
"67","Retail","Revenue - Retail Sales Chicago - Mouthwash","3480"
"67","Retail","Revenue - Retail Sales Chicago - Body Wash  ","5820"
"67","Retail","Revenue - Retail Sales Chicago - Shampoo","3600"
"67","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"67","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"67","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"67","Rental Expense","Cash Payment - Rental - New York","-4020"
"67","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"67","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"67","Rental Expense","Cash Payment - Rental - Miami","-1800"
"66","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 10913 ","-3800"
"66","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"66","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"66","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"66","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"66","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"66","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"66","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"66","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"66","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"66","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"66","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"66","Salary Expense","Cash Payment - Salary Expense","-30084"
"66","Retail","Revenue - Retail Sales Detroit - Mouthwash","6300"
"66","Retail","Revenue - Retail Sales Detroit - Body Wash  ","9480"
"66","Retail","Revenue - Retail Sales Detroit - Shampoo","7920"
"66","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3540"
"66","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","5220"
"66","Retail","Revenue - Retail Sales San Francisco - Shampoo","4560"
"66","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","17910"
"66","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","28800"
"66","Retail","Revenue - Retail Sales Los Angeles - Shampoo","8100"
"66","Retail","Revenue - Retail Sales New York - Mouthwash","45180"
"66","Retail","Revenue - Retail Sales New York - Body Wash  ","89550"
"66","Retail","Revenue - Retail Sales New York - Shampoo","28620"
"66","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","3720"
"66","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","10980"
"66","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4440"
"66","Retail","Revenue - Retail Sales Chicago - Mouthwash","3300"
"66","Retail","Revenue - Retail Sales Chicago - Body Wash  ","6180"
"66","Retail","Revenue - Retail Sales Chicago - Shampoo","3720"
"66","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"66","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"66","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"66","Rental Expense","Cash Payment - Rental - New York","-4020"
"66","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"66","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"66","Rental Expense","Cash Payment - Rental - Miami","-1800"
"65","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"65","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"65","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"65","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"65","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"65","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"65","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"65","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"65","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"65","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"65","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"65","Salary Expense","Cash Payment - Salary Expense","-30062"
"65","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 10813","-23"
"65","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 339","-15000"
"65","Retail","Revenue - Retail Sales Detroit - Mouthwash","4440"
"65","Retail","Revenue - Retail Sales Detroit - Body Wash  ","5520"
"65","Retail","Revenue - Retail Sales Detroit - Shampoo","7080"
"65","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1980"
"65","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","2760"
"65","Retail","Revenue - Retail Sales San Francisco - Shampoo","2640"
"65","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","15840"
"65","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","26010"
"65","Retail","Revenue - Retail Sales Los Angeles - Shampoo","5850"
"65","Retail","Revenue - Retail Sales New York - Mouthwash","42840"
"65","Retail","Revenue - Retail Sales New York - Body Wash  ","67770"
"65","Retail","Revenue - Retail Sales New York - Shampoo","26010"
"65","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","2880"
"65","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","10440"
"65","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","3300"
"65","Retail","Revenue - Retail Sales Chicago - Mouthwash","2280"
"65","Retail","Revenue - Retail Sales Chicago - Body Wash  ","3780"
"65","Retail","Revenue - Retail Sales Chicago - Shampoo","1860"
"65","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"65","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"65","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"65","Rental Expense","Cash Payment - Rental - New York","-4020"
"65","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"65","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"65","Rental Expense","Cash Payment - Rental - Miami","-1800"
"64","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10738 ","-18900"
"64","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10738 ","-24480"
"64","Human Resource Expense","Counselled","-2000"
"64","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"64","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"64","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"64","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"64","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"64","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"64","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"64","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"64","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"64","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"64","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"64","Salary Expense","Cash Payment - Salary Expense","-30043"
"64","Retail","Revenue - Retail Sales Detroit - Mouthwash","3900"
"64","Retail","Revenue - Retail Sales Detroit - Body Wash  ","5640"
"64","Retail","Revenue - Retail Sales Detroit - Shampoo","5280"
"64","Retail","Revenue - Retail Sales San Francisco - Mouthwash","2100"
"64","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","3000"
"64","Retail","Revenue - Retail Sales San Francisco - Shampoo","2760"
"64","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13410"
"64","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","25650"
"64","Retail","Revenue - Retail Sales Los Angeles - Shampoo","7020"
"64","Retail","Revenue - Retail Sales New York - Mouthwash","45000"
"64","Retail","Revenue - Retail Sales New York - Body Wash  ","92880"
"64","Retail","Revenue - Retail Sales New York - Shampoo","23310"
"64","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","3180"
"64","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","8460"
"64","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","3360"
"64","Retail","Revenue - Retail Sales Chicago - Mouthwash","2280"
"64","Retail","Revenue - Retail Sales Chicago - Body Wash  ","3300"
"64","Retail","Revenue - Retail Sales Chicago - Shampoo","2340"
"64","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"64","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"64","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"64","Rental Expense","Cash Payment - Rental - New York","-4020"
"64","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"64","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"64","Rental Expense","Cash Payment - Rental - Miami","-1800"
"63","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10706 ","-28300"
"63","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10706 ","-30050"
"63","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10706 ","-6330"
"63","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 10711 ","-339200"
"63","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"63","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"63","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"63","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"63","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"63","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"63","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"63","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"63","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"63","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"63","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"63","Salary Expense","Cash Payment - Salary Expense","-29965"
"63","Retail","Revenue - Retail Sales Detroit - Mouthwash","3660"
"63","Retail","Revenue - Retail Sales Detroit - Body Wash  ","5700"
"63","Retail","Revenue - Retail Sales Detroit - Shampoo","4680"
"63","Retail","Revenue - Retail Sales San Francisco - Mouthwash","2220"
"63","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","2640"
"63","Retail","Revenue - Retail Sales San Francisco - Shampoo","2460"
"63","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","15750"
"63","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","23760"
"63","Retail","Revenue - Retail Sales Los Angeles - Shampoo","6300"
"63","Retail","Revenue - Retail Sales New York - Mouthwash","44370"
"63","Retail","Revenue - Retail Sales New York - Body Wash  ","72090"
"63","Retail","Revenue - Retail Sales New York - Shampoo","21060"
"63","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","2520"
"63","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","9060"
"63","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","3060"
"63","Retail","Revenue - Retail Sales Chicago - Mouthwash","1860"
"63","Retail","Revenue - Retail Sales Chicago - Body Wash  ","3780"
"63","Retail","Revenue - Retail Sales Chicago - Shampoo","2040"
"63","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"63","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"63","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"63","Rental Expense","Cash Payment - Rental - New York","-4020"
